queue_charging_time,queue_missing_battery_sum,charger_charging_capacity,queue_length,charging_drones,target
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7406355243810424,0.04,0.0,1.0,1
18.76588810952606,0.7506355243810424,0.04,0.0,1.0,27
38.528046734446406,1.3923241359894907,0.04,1.0,1.0,50
39.090546734446406,1.965277620411619,0.04,2.0,1.0,51
52.769117555992736,2.247725469267582,0.04,3.0,1.0,50
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7350000000000007,0.04,0.0,1.0,1
18.625000000000018,0.7450000000000007,0.04,0.0,1.0,28
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6300000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7700000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5800000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6116886116084482,0.04,0.0,1.0,1
15.542215290211205,0.6216886116084482,0.04,0.0,1.0,30
37.50615722229007,1.1845160755100013,0.04,1.0,1.0,39
39.19365722229007,1.7774695599321295,0.04,2.0,1.0,64
39.68595571030284,2.5449174087880935,0.04,3.0,1.0,60
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7800000000000007,0.04,0.0,1.0,1
0.0,0.8250000000000007,0.04,0.0,1.0,1
0.0,0.0050000000000004485,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5300000000000008,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7100000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6906355243810425,0.04,0.0,1.0,1
16.26588810952606,0.6506355243810424,0.04,0.0,1.0,17
37.499575427118785,1.3034629882825957,0.04,1.0,1.0,43
37.499575427118785,1.860910837138559,0.04,2.0,1.0,44
36.499575427118785,2.4238643215606874,0.04,3.0,1.0,63
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7800000000000007,0.04,0.0,1.0,1
19.750000000000018,0.7900000000000007,0.04,0.0,1.0,23
41.500000000000036,1.3100000000000012,0.04,1.0,1.0,48
0.0,0.0,0.04,0.0,0.0,1
0.0,0.4950000000000008,0.04,0.0,1.0,1
0.0,0.32000000000000073,0.04,0.0,1.0,1
0.0,0.8000000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5306355243810426,0.04,0.0,1.0,1
12.265888109526063,0.4906355243810425,0.04,0.0,1.0,13
30.156197247460785,1.1873241359894908,0.04,1.0,1.0,37
29.15619724746078,1.795151599891044,0.04,2.0,1.0,42
49.832405184246326,2.252599448747007,0.04,3.0,1.0,62
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6950000000000006,0.04,1.0,0.0,2
17.500000000000014,0.6000000000000005,0.04,1.0,0.0,32
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5750000000000008,0.04,0.0,1.0,1
13.37500000000002,0.5350000000000008,0.04,0.0,1.0,14
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.45000000000000073,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.8106355243810425,0.04,0.0,1.0,1
19.26588810952606,0.7706355243810424,0.04,0.0,1.0,20
41.249575427118785,1.398589008803171,0.04,1.0,1.0,46
41.249575427118785,2.041416472704724,0.04,2.0,1.0,48
40.249575427118785,2.5988643215606873,0.04,3.0,1.0,58
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6550000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.5300000000000008,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6800000000000006,0.04,0.0,1.0,1
18.000000000000014,0.7200000000000006,0.04,0.0,1.0,27
43.00000000000004,1.2800000000000011,0.04,1.0,1.0,26
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7706355243810424,0.04,0.0,1.0,1
19.51588810952606,0.7806355243810424,0.04,0.0,1.0,24
40.687075427118785,1.3884629882825956,0.04,1.0,1.0,51
41.249575427118785,1.9964164727047242,0.04,2.0,1.0,51
41.249575427118785,2.5338643215606873,0.04,3.0,1.0,66
0.0,0.0,0.04,0.0,0.0,1
0.0,0.09000000000000041,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7750000000000007,0.04,0.0,1.0,1
19.625000000000018,0.7850000000000007,0.04,0.0,1.0,24
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6956355243810424,0.04,1.0,0.0,2
17.51588810952606,0.5966886116084482,0.04,1.0,0.0,32
36.81207542711878,1.1495160755100013,0.04,2.0,0.0,59
37.249575427118785,1.780910837138559,0.04,2.0,1.0,60
52.09588753267907,2.1988643215606873,0.04,3.0,1.0,51
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6150000000000005,0.04,0.0,1.0,1
17.125000000000014,0.6850000000000006,0.04,0.0,1.0,24
0.0,0.1650000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6700000000000006,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6500000000000008,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7656355243810424,0.04,0.0,1.0,1
19.39088810952606,0.7756355243810424,0.04,0.0,1.0,25
39.309296734446406,1.4323241359894907,0.04,1.0,1.0,47
39.871796734446406,2.0352776204116187,0.04,2.0,1.0,50
51.495680055992736,2.2627254692675827,0.04,3.0,1.0,55
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7300000000000006,0.04,0.0,1.0,1
17.250000000000018,0.6900000000000007,0.04,0.0,1.0,18
0.0,0.0,0.04,0.0,0.0,1
0.0,0.45000000000000073,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7900000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.8100000000000007,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.05000000000000038,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.05000000000000038,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6216886116084482,0.04,0.0,1.0,1
16.792215290211207,0.6716886116084483,0.04,0.0,1.0,27
39.25615722229007,1.2845160755100014,0.04,1.0,1.0,35
39.81865722229007,1.8574695599321296,0.04,2.0,1.0,60
40.38115722229007,2.394917408788093,0.04,3.0,1.0,61
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6300000000000006,0.04,0.0,1.0,1
16.000000000000014,0.6400000000000006,0.04,0.0,1.0,30
38.06250000000003,1.2900000000000011,0.04,1.0,1.0,37
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
20.000000000000018,0.8000000000000007,0.04,0.0,1.0,22
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7985919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
0.0,0.6556355243810426,0.04,0.0,1.0,1
16.390888109526063,1.3523241359894909,0.04,1.0,1.0,17
36.780825427118785,1.2684629882825957,0.04,1.0,1.0,43
36.780825427118785,1.8814164727047242,0.04,2.0,1.0,44
36.780825427118785,2.335056532128262,0.04,3.0,1.0,77
0.0,0.0,0.04,0.0,0.0,1
0.0,0.13500000000000045,0.04,0.0,1.0,1
0.0,0.49000000000000077,0.04,0.0,1.0,1
11.250000000000018,0.45000000000000073,0.04,0.0,1.0,12
0.0,0.0,0.04,0.0,0.0,1
0.0,0.0,0.04,0.0,0.0,1
17.500000000000014,0.7000000000000006,0.04,0.0,1.0,32
41.500000000000036,1.365000000000001,0.04,1.0,1.0,29
0.0,0.0,0.04,0.0,0.0,1
0.0,0.7785919398483335,0.04,0.0,1.0,1
0.0,0.0,0.04,0.0,0.0,1
